Date,Time,Country,Competition,Season,HomeTeam,AwayTeam,Match_Status,URL,Is_Knockout,Went_To_ET,Match_Winner_Final,FT_HomeScore,FT_AwayScore,HT_HomeScore,HT_AwayScore,SH_HomeScore,SH_AwayScore,ET_HomeScore,ET_AwayScore,Penalties_HomeScore,Penalties_AwayScore,FT_HomeOdds,FT_DrawOdds,FT_AwayOdds,1H_HomeOdds,1H_DrawOdds,1H_AwayOdds,SH_HomeOdds,SH_DrawOdds,SH_AwayOdds,OU05_Over,OU05_Under,OU15_Over,OU15_Under,OU25_Over,OU25_Under,OU35_Over,OU35_Under,OU45_Over,OU45_Under,OU55_Over,OU55_Under,BTTS_Yes,BTTS_No,BTTS_1H_Yes,BTTS_1H_No,BTTS_2H_Yes,BTTS_2H_No,DNB_Home,DNB_Away,DC_FT_1X,DC_FT_12,DC_FT_X2,DC_1H_1X,DC_1H_12,DC_1H_X2,DC_2H_1X,DC_2H_12,DC_2H_X2
31 Jan 2019,06:45,England,Premier League,2018/2019,Southampton,Crystal Palace,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/crystal-palace-southampton-UeYOtoMJ/,No,No,Draw,1.0,1.0,0.0,1.0,1.0,0.0,,,,,2.5,3.4,3.0,3.1,2.1,3.5,2.62,2.4,3.1,1.06,10.0,1.3,3.5,2.1,1.72,3.5,1.3,6.5,1.11,15.0,1.03,1.75,2.0,4.18,1.23,3.42,1.31,1.66,2.1,1.4,1.33,1.55,1.28,1.66,1.36,1.34,1.51,1.43
30 Jan 2019,07:00,England,Premier League,2018/2019,Manchester Utd,Burnley,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/burnley-manchester-united-EmjxJsUC/,No,No,Draw,2.0,2.0,0.0,0.0,2.0,2.0,,,,,1.36,5.25,10.0,1.8,2.62,7.5,1.57,3.0,7.0,1.04,13.0,1.2,4.5,1.61,2.3,2.5,1.53,4.5,1.2,9.0,1.07,1.95,1.8,4.68,1.19,3.8,1.27,1.1,7.0,1.07,1.18,3.2,1.09,1.53,2.05,1.08,1.34,2.35
30 Jan 2019,07:00,England,Premier League,2018/2019,Newcastle,Manchester City,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/manchester-city-newcastle-utd-hvktI1qJ/,No,No,Home,2.0,1.0,0.0,1.0,2.0,0.0,,,,,19.0,9.0,1.16,11.0,3.1,1.5,12.0,3.75,1.28,1.01,21.0,1.16,5.0,1.44,2.75,2.2,1.66,3.5,1.3,6.0,1.12,2.2,1.61,5.3,1.16,4.06,1.24,15.0,1.03,5.5,1.07,1.02,2.5,1.36,1.05,3.28,1.22,1.02
30 Jan 2019,06:45,England,Premier League,2018/2019,Arsenal,Cardiff,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/arsenal-cardiff-UHR3bAmM/,No,No,Home,2.0,1.0,0.0,0.0,2.0,1.0,,,,,1.22,7.0,15.0,1.57,3.0,8.5,1.4,3.4,9.0,1.01,21.0,1.12,6.0,1.4,3.0,2.0,1.8,3.4,1.33,5.5,1.14,1.9,1.9,4.38,1.21,3.42,1.31,1.05,11.0,1.04,1.11,4.33,1.07,1.36,2.25,1.05,1.26,2.83
30 Jan 2019,06:45,England,Premier League,2018/2019,Fulham,Brighton,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/brighton-fulham-vHrQLqpf/,No,No,Home,4.0,2.0,0.0,2.0,4.0,0.0,,,,,2.45,3.25,3.2,3.1,2.0,3.75,2.75,2.25,3.25,1.1,7.5,1.44,2.75,2.37,1.57,4.33,1.22,9.0,1.07,19.0,1.02,1.95,1.8,5.5,1.15,4.06,1.24,1.66,2.1,1.36,1.35,1.57,1.25,1.72,1.36,1.32,1.58,1.4
30 Jan 2019,06:45,England,Premier League,2018/2019,Huddersfield,Everton,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/everton-huddersfield-MuYUK3a0/,No,No,Away,0.0,1.0,0.0,1.0,0.0,0.0,,,,,3.75,3.2,2.25,4.0,2.05,2.87,3.5,2.3,2.5,1.08,8.0,1.36,3.2,2.2,1.66,4.0,1.25,8.0,1.08,17.0,1.02,1.9,1.9,5.5,1.15,3.8,1.27,2.5,1.5,1.66,1.36,1.28,1.4,1.72,1.22,1.47,1.54,1.29
30 Jan 2019,06:45,England,Premier League,2018/2019,Wolves,West Ham,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/west-ham-wolves-KQjYJNE6/,No,No,Home,3.0,0.0,0.0,0.0,3.0,0.0,,,,,2.0,3.6,4.1,2.6,2.2,4.33,2.25,2.5,3.75,1.06,10.0,1.3,3.5,1.9,1.9,3.4,1.33,6.0,1.12,13.0,1.04,1.8,1.95,4.56,1.2,3.42,1.31,1.4,2.75,1.25,1.29,1.83,1.22,1.7,1.53,1.26,1.49,1.58
21 Jan 2019,03:00,England,Premier League,2018/2019,Fulham,Tottenham,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/fulham-tottenham-0Aeb7pV0/,No,No,Away,1.0,2.0,1.0,0.0,0.0,2.0,,,,,5.5,3.8,1.72,4.75,2.3,2.3,4.5,2.6,2.0,1.05,12.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.75,2.0,4.56,1.2,3.42,1.31,3.5,1.28,2.15,1.28,1.16,1.57,1.57,1.16,1.78,1.43,1.18
21 Jan 2019,00:30,England,Premier League,2018/2019,Huddersfield,Manchester City,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/huddersfield-manchester-city-tMCe64p7/,No,No,Away,0.0,3.0,0.0,1.0,0.0,2.0,,,,,26.0,10.0,1.12,13.0,3.4,1.4,15.0,4.33,1.25,1.01,23.0,1.12,6.0,1.36,3.2,2.0,1.8,3.2,1.36,5.5,1.14,2.25,1.57,5.5,1.15,4.06,1.24,19.0,1.02,6.5,1.07,1.01,2.75,1.3,1.04,3.58,1.2,1.01
20 Jan 2019,04:30,England,Premier League,2018/2019,Arsenal,Chelsea,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/arsenal-chelsea-Sdcj960l/,No,No,Home,2.0,0.0,2.0,0.0,0.0,0.0,,,,,3.3,3.5,2.3,3.5,2.25,2.87,3.1,2.5,2.5,1.05,12.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.61,2.2,3.72,1.28,3.04,1.38,2.25,1.57,1.61,1.3,1.34,1.4,1.57,1.28,1.49,1.47,1.33
20 Jan 2019,02:00,England,Premier League,2018/2019,Bournemouth,West Ham,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/bournemouth-west-ham-MJdf8QFf/,No,No,Home,2.0,0.0,0.0,0.0,2.0,0.0,,,,,2.1,3.75,3.5,2.62,2.3,3.6,2.37,2.62,3.25,1.03,15.0,1.2,4.5,1.66,2.2,2.62,1.5,4.5,1.2,9.0,1.07,1.57,2.25,3.68,1.28,2.82,1.43,1.53,2.37,1.3,1.28,1.75,1.28,1.57,1.44,1.33,1.43,1.53
20 Jan 2019,02:00,England,Premier League,2018/2019,Manchester Utd,Brighton,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/brighton-manchester-united-YFasU7xE/,No,No,Home,2.0,1.0,2.0,0.0,0.0,1.0,,,,,1.36,5.5,9.5,1.83,2.5,7.0,1.57,2.87,7.5,1.04,13.0,1.25,4.0,1.72,2.1,2.75,1.44,5.0,1.16,10.0,1.06,2.0,1.75,5.5,1.15,3.8,1.27,1.1,7.0,1.07,1.16,3.2,1.1,1.5,1.83,1.09,1.37,2.23
20 Jan 2019,02:00,England,Premier League,2018/2019,Watford,Burnley,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/burnley-watford-UsgjSo7Q/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.7,3.9,5.5,2.25,2.3,4.75,1.95,2.6,4.5,1.05,12.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.75,2.0,4.38,1.21,3.42,1.31,1.25,3.75,1.16,1.28,2.2,1.16,1.57,1.57,1.18,1.43,1.78
20 Jan 2019,02:00,England,Premier League,2018/2019,Newcastle,Cardiff,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/cardiff-newcastle-utd-zeSaajYF/,No,No,Home,3.0,0.0,1.0,0.0,2.0,0.0,,,,,2.05,3.25,4.33,2.75,2.05,4.33,2.37,2.3,3.75,1.08,8.0,1.4,3.0,2.2,1.66,4.0,1.25,9.0,1.07,19.0,1.02,1.95,1.8,5.5,1.15,3.8,1.27,1.4,2.75,1.22,1.35,1.8,1.18,1.72,1.4,1.23,1.54,1.55
20 Jan 2019,02:00,England,Premier League,2018/2019,Liverpool,Crystal Palace,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/crystal-palace-liverpool-KCBa5OaD/,No,No,Home,4.0,3.0,0.0,1.0,4.0,2.0,,,,,1.22,7.5,13.0,1.57,2.87,9.0,1.36,3.5,9.5,1.01,21.0,1.16,5.0,1.44,2.75,2.2,1.66,3.5,1.3,6.5,1.11,1.95,1.8,5.0,1.17,3.8,1.27,1.05,11.0,1.05,1.1,4.33,1.07,1.4,2.25,1.03,1.25,3.01
20 Jan 2019,02:00,England,Premier League,2018/2019,Southampton,Everton,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/everton-southampton-nJ3oTRiK/,No,No,Home,2.0,1.0,0.0,0.0,2.0,1.0,,,,,2.9,3.5,2.55,3.4,2.2,3.1,2.87,2.5,2.75,1.05,11.0,1.28,3.75,1.9,1.9,3.4,1.33,6.0,1.12,13.0,1.04,1.7,2.05,4.38,1.21,3.26,1.34,2.0,1.72,1.55,1.3,1.42,1.36,1.61,1.3,1.42,1.5,1.36
19 Jan 2019,23:30,England,Premier League,2018/2019,Wolves,Leicester,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/leicester-wolves-WjuIN5Fs/,No,No,Home,4.0,3.0,2.0,0.0,2.0,3.0,,,,,2.3,3.25,3.5,3.0,1.95,4.33,2.6,2.25,3.5,1.1,7.0,1.5,2.62,2.5,1.53,4.5,1.2,10.0,1.06,21.0,1.01,2.05,1.7,5.5,1.15,4.06,1.24,1.57,2.25,1.3,1.35,1.61,1.2,1.8,1.36,1.27,1.61,1.44
15 Jan 2019,07:00,England,Premier League,2018/2019,Manchester City,Wolves,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/manchester-city-wolves-f5tESf19/,No,No,Home,3.0,0.0,2.0,0.0,1.0,0.0,,,,,1.18,8.0,19.0,1.53,2.87,11.0,1.33,3.6,12.0,1.02,19.0,1.2,4.5,1.53,2.5,2.3,1.61,4.0,1.25,7.0,1.1,2.2,1.61,5.5,1.15,4.06,1.24,1.03,15.0,1.02,1.09,5.0,1.05,1.4,2.37,1.04,1.28,2.75
14 Jan 2019,03:30,England,Premier League,2018/2019,Tottenham,Manchester Utd,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/manchester-united-tottenham-YeuIREGF/,No,No,Away,0.0,1.0,0.0,1.0,0.0,0.0,,,,,2.05,3.6,3.8,2.62,2.3,3.6,2.3,2.62,3.4,1.03,15.0,1.2,4.5,1.66,2.2,2.62,1.5,4.5,1.2,9.0,1.07,1.53,2.37,3.8,1.27,2.82,1.43,1.5,2.5,1.28,1.29,1.8,1.25,1.57,1.44,1.29,1.43,1.59
14 Jan 2019,01:15,England,Premier League,2018/2019,Everton,Bournemouth,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/bournemouth-everton-nuw6UGWd/,No,No,Home,2.0,0.0,0.0,0.0,2.0,0.0,,,,,1.72,4.0,5.0,2.25,2.4,4.5,1.95,2.75,4.33,1.03,15.0,1.2,4.5,1.66,2.2,2.5,1.53,4.5,1.2,9.0,1.07,1.61,2.2,4.06,1.24,3.04,1.38,1.28,3.5,1.18,1.25,2.15,1.18,1.53,1.57,1.18,1.41,1.81
13 Jan 2019,04:30,England,Premier League,2018/2019,Chelsea,Newcastle,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/chelsea-newcastle-utd-YaeJ6Dvj/,No,No,Home,2.0,1.0,1.0,1.0,1.0,0.0,,,,,1.2,7.0,19.0,1.57,2.75,11.0,1.36,3.25,12.0,1.04,13.0,1.2,4.5,1.57,2.37,2.5,1.53,4.5,1.2,9.0,1.07,2.37,1.53,5.5,1.15,4.02,1.24,1.03,15.0,1.02,1.11,4.5,1.05,1.4,2.25,1.02,1.28,2.89
13 Jan 2019,02:00,England,Premier League,2018/2019,Brighton,Liverpool,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/brighton-liverpool-xU9mCZGS/,No,No,Away,0.0,1.0,0.0,0.0,0.0,1.0,,,,,10.5,5.5,1.33,8.0,2.5,1.8,8.5,3.0,1.5,1.04,13.0,1.25,4.0,1.72,2.1,3.0,1.4,5.0,1.16,11.0,1.05,2.05,1.7,5.05,1.17,3.48,1.31,9.0,1.07,3.4,1.16,1.07,1.9,1.5,1.08,2.43,1.34,1.05
13 Jan 2019,02:00,England,Premier League,2018/2019,Burnley,Fulham,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/burnley-fulham-vwdF7gPq/,No,No,Home,2.0,1.0,2.0,1.0,0.0,0.0,,,,,2.4,3.3,3.25,3.1,2.1,3.6,2.62,2.37,3.1,1.07,9.0,1.33,3.4,2.0,1.8,3.75,1.28,7.0,1.1,15.0,1.03,1.8,1.95,4.6,1.2,3.54,1.3,1.66,2.1,1.35,1.34,1.57,1.28,1.66,1.36,1.36,1.53,1.39
13 Jan 2019,02:00,England,Premier League,2018/2019,Cardiff,Huddersfield,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/cardiff-huddersfield-OKOe0WI9/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.15,3.3,3.9,2.87,2.0,4.33,2.4,2.3,3.75,1.1,7.5,1.44,2.75,2.37,1.57,4.5,1.2,10.0,1.06,21.0,1.01,2.0,1.75,5.5,1.15,4.06,1.24,1.44,2.62,1.28,1.34,1.72,1.18,1.72,1.4,1.23,1.57,1.52
13 Jan 2019,02:00,England,Premier League,2018/2019,Crystal Palace,Watford,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/crystal-palace-watford-pzaN5Xgd/,No,No,Away,1.0,2.0,1.0,0.0,0.0,2.0,,,,,2.37,3.4,3.25,3.0,2.2,3.5,2.6,2.5,3.1,1.06,10.0,1.28,3.75,2.0,1.8,3.4,1.33,6.0,1.12,13.0,1.04,1.7,2.05,4.18,1.23,3.42,1.31,1.61,2.2,1.35,1.33,1.6,1.29,1.7,1.4,1.34,1.51,1.43
13 Jan 2019,02:00,England,Premier League,2018/2019,Leicester,Southampton,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/leicester-southampton-QVyATzn3/,No,No,Away,1.0,2.0,0.0,2.0,1.0,0.0,,,,,1.95,3.4,4.5,2.6,2.05,4.75,2.25,2.37,4.0,1.08,8.0,1.4,3.0,2.3,1.61,4.0,1.25,8.0,1.08,19.0,1.02,1.95,1.8,5.05,1.17,3.72,1.28,1.36,3.0,1.2,1.33,1.85,1.18,1.72,1.5,1.17,1.56,1.64
12 Jan 2019,23:30,England,Premier League,2018/2019,West Ham,Arsenal,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/arsenal-west-ham-EggnAnor/,No,No,Home,1.0,0.0,0.0,0.0,1.0,0.0,,,,,3.6,4.0,2.0,3.6,2.5,2.5,3.25,2.75,2.2,1.02,19.0,1.16,5.0,1.53,2.5,2.3,1.61,4.0,1.25,7.0,1.1,1.5,2.5,3.54,1.3,2.68,1.47,2.5,1.5,1.83,1.25,1.29,1.55,1.55,1.28,1.61,1.41,1.29
04 Jan 2019,07:00,England,Premier League,2018/2019,Manchester City,Liverpool,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/liverpool-manchester-city-YyDWFHH3/,No,No,Home,2.0,1.0,1.0,0.0,1.0,1.0,,,,,1.95,3.9,3.9,2.5,2.37,4.0,2.2,2.62,3.6,1.03,15.0,1.2,4.5,1.66,2.2,2.62,1.5,4.5,1.2,9.0,1.07,1.57,2.25,4.06,1.24,2.82,1.43,1.44,2.62,1.28,1.28,1.85,1.22,1.53,1.5,1.26,1.43,1.62
03 Jan 2019,07:00,England,Premier League,2018/2019,Newcastle,Manchester Utd,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/manchester-united-newcastle-utd-nuHzFyX9/,No,No,Away,0.0,2.0,0.0,0.0,0.0,2.0,,,,,6.0,4.2,1.6,5.5,2.3,2.2,4.75,2.62,1.9,1.05,12.0,1.25,4.0,1.8,2.0,3.0,1.4,5.5,1.14,11.0,1.05,1.8,1.95,4.56,1.2,3.42,1.31,4.0,1.22,2.37,1.25,1.14,1.61,1.57,1.14,1.86,1.42,1.15
03 Jan 2019,06:45,England,Premier League,2018/2019,Bournemouth,Watford,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/bournemouth-watford-KEMxfzep/,No,No,Draw,3.0,3.0,3.0,3.0,0.0,0.0,,,,,2.55,3.6,2.8,3.0,2.3,3.2,2.62,2.6,2.75,1.03,15.0,1.2,4.5,1.66,2.2,2.62,1.5,5.0,1.16,10.0,1.06,1.53,2.37,3.86,1.26,2.69,1.47,1.8,1.9,1.44,1.29,1.55,1.36,1.57,1.36,1.33,1.47,1.39
03 Jan 2019,06:45,England,Premier League,2018/2019,West Ham,Brighton,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/brighton-west-ham-t2GvEenG/,No,No,Draw,2.0,2.0,0.0,0.0,2.0,2.0,,,,,2.0,3.6,4.0,2.62,2.2,4.33,2.25,2.5,3.75,1.06,10.0,1.3,3.5,1.9,1.9,3.4,1.33,6.0,1.12,13.0,1.04,1.75,2.0,4.56,1.2,3.42,1.31,1.4,2.75,1.25,1.29,1.83,1.22,1.7,1.5,1.26,1.49,1.58
03 Jan 2019,06:45,England,Premier League,2018/2019,Huddersfield,Burnley,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/burnley-huddersfield-jDNRGc2c/,No,No,Away,1.0,2.0,1.0,1.0,0.0,1.0,,,,,2.45,3.1,3.4,3.2,1.95,4.0,2.75,2.2,3.4,1.1,7.0,1.5,2.62,2.5,1.53,4.5,1.2,11.0,1.05,23.0,1.01,2.05,1.7,6.0,1.13,4.06,1.24,1.61,2.2,1.33,1.38,1.57,1.22,1.8,1.36,1.3,1.61,1.39
03 Jan 2019,06:45,England,Premier League,2018/2019,Chelsea,Southampton,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/chelsea-southampton-b5LtgfAj/,No,No,Draw,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.28,6.0,13.0,1.66,2.75,8.5,1.44,3.1,8.5,1.03,15.0,1.16,5.0,1.53,2.5,2.37,1.57,4.0,1.25,8.0,1.08,1.95,1.8,5.0,1.17,3.8,1.27,1.06,10.0,1.05,1.14,3.75,1.08,1.4,2.1,1.05,1.29,2.68
03 Jan 2019,06:45,England,Premier League,2018/2019,Wolves,Crystal Palace,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/crystal-palace-wolves-KhFrDF1M/,No,No,Away,0.0,2.0,0.0,0.0,0.0,2.0,,,,,2.3,3.2,3.6,3.0,2.0,4.0,2.6,2.3,3.4,1.1,7.5,1.44,2.75,2.3,1.61,4.33,1.22,9.0,1.07,19.0,1.02,1.95,1.8,5.5,1.15,4.06,1.24,1.57,2.25,1.29,1.36,1.61,1.22,1.72,1.36,1.29,1.59,1.42
02 Jan 2019,04:30,England,Premier League,2018/2019,Cardiff,Tottenham,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/cardiff-tottenham-tdZj1C33/,No,No,Away,0.0,3.0,0.0,3.0,0.0,0.0,,,,,9.0,5.0,1.4,6.5,2.5,1.9,6.5,2.87,1.61,1.03,15.0,1.2,4.5,1.61,2.3,2.62,1.5,4.5,1.2,9.0,1.07,1.8,1.95,4.18,1.23,3.54,1.3,6.5,1.11,3.0,1.18,1.07,1.8,1.5,1.11,2.14,1.37,1.1
02 Jan 2019,02:00,England,Premier League,2018/2019,Arsenal,Fulham,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/arsenal-fulham-EXqAbGnT/,No,No,Home,4.0,1.0,1.0,0.0,3.0,1.0,,,,,1.36,5.5,9.0,1.83,2.62,6.5,1.57,3.0,6.5,1.02,19.0,1.16,5.0,1.53,2.5,2.3,1.61,4.0,1.25,7.0,1.1,1.75,2.0,3.78,1.27,3.26,1.34,1.11,6.5,1.07,1.16,3.2,1.11,1.44,1.83,1.09,1.31,2.37
01 Jan 2019,23:30,England,Premier League,2018/2019,Everton,Leicester,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/everton-leicester-CMONHwmi/,No,No,Away,0.0,1.0,0.0,0.0,0.0,1.0,,,,,2.0,3.6,4.0,2.6,2.2,4.33,2.25,2.5,3.75,1.05,11.0,1.3,3.5,1.9,1.9,3.4,1.33,6.0,1.12,13.0,1.04,1.75,2.0,4.6,1.2,3.3,1.33,1.44,2.62,1.25,1.29,1.83,1.22,1.7,1.53,1.2,1.5,1.55
31 Dec 2018,03:30,England,Premier League,2018/2019,Manchester Utd,Bournemouth,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/bournemouth-manchester-united-Aumg2bm4/,No,No,Home,4.0,1.0,3.0,1.0,1.0,0.0,,,,,1.36,5.5,9.0,1.83,2.62,6.5,1.57,3.0,6.5,1.02,17.0,1.16,5.0,1.53,2.5,2.3,1.61,4.0,1.25,7.0,1.1,1.8,1.95,4.02,1.24,3.15,1.36,1.11,6.5,1.07,1.16,3.2,1.11,1.44,1.83,1.08,1.34,2.32
31 Dec 2018,01:15,England,Premier League,2018/2019,Burnley,West Ham,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/burnley-west-ham-On7btHQp/,No,No,Home,2.0,0.0,2.0,0.0,0.0,0.0,,,,,3.8,3.6,2.04,4.0,2.2,2.62,3.5,2.5,2.3,1.05,11.0,1.25,4.0,1.8,2.0,3.2,1.36,5.5,1.14,11.0,1.05,1.7,2.04,4.02,1.24,3.0,1.39,2.62,1.44,1.8,1.29,1.28,1.44,1.61,1.22,1.61,1.48,1.24
31 Dec 2018,01:15,England,Premier League,2018/2019,Southampton,Manchester City,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/manchester-city-southampton-SGsb1I2A/,No,No,Away,1.0,3.0,1.0,3.0,0.0,0.0,,,,,13.0,7.5,1.22,8.5,3.0,1.57,9.5,3.6,1.36,1.01,23.0,1.14,5.5,1.4,3.0,2.1,1.72,3.4,1.33,6.0,1.12,1.9,1.9,3.98,1.25,3.12,1.37,11.0,1.05,4.33,1.1,1.05,2.25,1.36,1.07,2.91,1.25,1.04
30 Dec 2018,23:00,England,Premier League,2018/2019,Crystal Palace,Chelsea,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/chelsea-crystal-palace-Qios503o/,No,No,Away,0.0,1.0,0.0,0.0,0.0,1.0,,,,,5.0,3.9,1.75,4.75,2.25,2.3,4.33,2.62,2.0,1.05,12.0,1.25,4.0,1.9,1.9,3.0,1.4,5.5,1.14,11.0,1.05,1.75,2.0,4.56,1.2,3.42,1.31,3.5,1.28,2.1,1.28,1.18,1.57,1.57,1.18,1.73,1.46,1.19
30 Dec 2018,04:30,England,Premier League,2018/2019,Liverpool,Arsenal,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/arsenal-liverpool-Wllk3vYc/,No,No,Home,5.0,1.0,4.0,1.0,1.0,0.0,,,,,1.4,5.5,7.5,1.83,2.75,6.0,1.61,3.1,5.5,1.01,21.0,1.12,6.0,1.4,3.0,2.1,1.72,3.5,1.3,6.0,1.12,1.66,2.1,4.06,1.24,3.04,1.38,1.14,5.5,1.1,1.16,3.0,1.12,1.4,1.83,1.1,1.31,2.27
30 Dec 2018,02:00,England,Premier League,2018/2019,Brighton,Everton,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/brighton-everton-MwLWpcIT/,No,No,Home,1.0,0.0,0.0,0.0,1.0,0.0,,,,,3.3,3.3,2.37,3.75,2.04,3.0,3.25,2.3,2.62,1.08,8.5,1.4,3.0,2.2,1.66,4.0,1.25,8.0,1.08,17.0,1.02,1.9,1.9,5.05,1.17,3.8,1.27,2.2,1.61,1.6,1.34,1.34,1.36,1.72,1.25,1.43,1.56,1.3
30 Dec 2018,02:00,England,Premier League,2018/2019,Leicester,Cardiff,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/cardiff-leicester-25zm2hlc/,No,No,Away,0.0,1.0,0.0,0.0,0.0,1.0,,,,,1.57,3.9,7.5,2.1,2.2,6.5,1.83,2.5,5.5,1.07,9.0,1.33,3.4,2.0,1.8,3.5,1.3,7.0,1.1,15.0,1.03,2.0,1.75,5.7,1.14,4.06,1.24,1.16,5.0,1.1,1.28,2.4,1.11,1.61,1.66,1.13,1.45,1.9
30 Dec 2018,02:00,England,Premier League,2018/2019,Fulham,Huddersfield,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/fulham-huddersfield-xSlo4KIi/,No,No,Home,1.0,0.0,0.0,0.0,1.0,0.0,,,,,2.04,3.3,4.2,2.75,2.0,4.75,2.3,2.3,4.0,1.1,7.5,1.44,2.75,2.3,1.61,4.5,1.2,10.0,1.06,21.0,1.01,2.0,1.75,5.6,1.14,4.04,1.24,1.4,2.75,1.25,1.34,1.8,1.18,1.72,1.4,1.17,1.57,1.52
30 Dec 2018,02:00,England,Premier League,2018/2019,Watford,Newcastle,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/newcastle-utd-watford-0Uu6adXM/,No,No,Draw,1.0,1.0,0.0,1.0,1.0,0.0,,,,,1.75,3.75,5.25,2.37,2.3,4.75,2.04,2.5,4.33,1.05,11.0,1.28,3.75,1.9,1.9,3.2,1.36,6.0,1.12,13.0,1.04,1.8,1.95,4.78,1.19,3.42,1.31,1.28,3.5,1.18,1.28,2.1,1.18,1.66,1.6,1.19,1.46,1.73
30 Dec 2018,02:00,England,Premier League,2018/2019,Tottenham,Wolves,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/tottenham-wolves-67t20xIG/,No,No,Away,1.0,3.0,1.0,0.0,0.0,3.0,,,,,1.44,4.5,8.5,2.0,2.4,6.0,1.72,2.75,5.5,1.04,13.0,1.22,4.33,1.72,2.1,2.75,1.44,5.0,1.16,10.0,1.06,1.8,1.95,4.18,1.23,3.54,1.3,1.16,5.0,1.08,1.2,2.75,1.12,1.53,1.72,1.12,1.39,2.03
28 Dec 2018,06:45,England,Premier League,2018/2019,Southampton,West Ham,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/southampton-west-ham-WlSJmaYA/,No,No,Away,1.0,2.0,0.0,0.0,1.0,2.0,,,,,2.3,3.4,3.4,2.87,2.25,3.5,2.5,2.6,3.1,1.05,12.0,1.22,4.33,1.72,2.1,2.75,1.44,5.0,1.16,10.0,1.06,1.57,2.25,4.06,1.24,3.04,1.38,1.57,2.25,1.33,1.33,1.61,1.28,1.57,1.4,1.32,1.46,1.51
27 Dec 2018,06:30,England,Premier League,2018/2019,Watford,Chelsea,Finished,https://www.oddsportal.com/football/england/premier-league-2018-2019/chelsea-watford-h4GSow3N/,No,No,Away,1.0,2.0,1.0,1.0,0.0,1.0,,,,,5.6,4.0,1.66,4.75,2.3,2.2,4.5,2.62,1.95,1.04,13.0,1.22,4.33,1.72,2.1,2.75,1.44,5.0,1.16,10.0,1.06,1.7,2.04,4.38,1.21,3.26,1.34,3.75,1.25,2.25,1.25,1.16,1.61,1.57,1.16,1.85,1.42,1.17
